,etat,marque,prix_euro,couleur,taille_ecran_pouce,capacite_stockage_Go,megapixel,systeme_exploitation,resolution_ecran,reseau,date_de_sortie,memoire,connecteur,double_sim,port_carte_SD,pliable,poids_g
2197,Très bon état,samsung,121.0,blanc,5.2,16.0,13,Android,720x1280,4G,2016,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,159
2198,Parfait état,samsung,190.0,rouge,6.5,64.0,48,Android,720x1600,4G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,205
2199,Très bon état,samsung,206.0,rose,5.1,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,152
2200,Parfait état,samsung,233.0,rose,5.1,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,152
2201,Parfait état,apple,529.0,bleu,6.1,256.0,12,iOS,828x1792,4G,2018,3.0,Lightning,Non,Non,Non,194
2202,Parfait état,samsung,545.0,bleu,6.2,128.0,64,Android,1440x3200,4G,2020,8.0,USB-C,Non,Oui,Non,163
2203,État correct,sony,593.0,noir,6.5,256.0,12,Android,1644x3840,5G,2020,8.0,USB-C + Jack 3.5mm,Non,Oui,Non,181
2204,Parfait état,sony,815.0,noir,6.5,256.0,12,Android,1644x3840,5G,2020,8.0,USB-C + Jack 3.5mm,Non,Oui,Non,181
2205,Très bon état,motorola,88.0,gris,6.1,32.0,13,Android,720x1560,4G,2019,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,150
2206,Très bon état,samsung,132.0,noir,6.0,32.0,13,Android,720x1480,4G,2018,3.0,micro USB + Jack 3.5mm,Oui,Oui,Non,176
2207,Parfait état,samsung,133.0,noir,6.0,32.0,13,Android,720x1480,4G,2018,3.0,micro USB + Jack 3.5mm,Oui,Oui,Non,176
2208,Très bon état,samsung,149.0,bleu,5.0,16.0,13,Android,720x1280,4G,2017,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,143
2209,Parfait état,samsung,132.0,bleu,5.0,16.0,13,Android,720x1280,4G,2017,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,143
2210,Parfait état,xiaomi,182.0,gris,6.53,32.0,13,Android,720x1600,4G,2020,2.0,micro USB + Jack 3.5mm,Oui,Oui,Non,196
2211,Très bon état,samsung,299.0,azur,6.5,128.0,48,Android,1080x2400,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,172
2212,État correct,apple,498.9,blanc,6.1,256.0,12,iOS,828x1792,4G,2018,3.0,Lightning,Non,Non,Non,194
2213,Parfait état,apple,549.0,blanc,6.1,256.0,12,iOS,828x1792,4G,2018,3.0,Lightning,Non,Non,Non,194
2214,État correct,huawei,459.0,noir,6.58,256.0,50,Huawei Mobile Services,1200x2640,5G,2020,8.0,USB-C,Oui,Oui,Non,209
2215,Parfait état,huawei,500.0,noir,6.58,256.0,50,Huawei Mobile Services,1200x2640,5G,2020,8.0,USB-C,Oui,Oui,Non,209
2216,État correct,samsung,699.99,rose,6.2,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Non,Non,Non,169
2217,Parfait état,samsung,703.0,rose,6.2,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Non,Non,Non,169
2218,État correct,samsung,177.0,noir,6.7,128.0,32,Android,1080x1920,4G,2019,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,183
2219,Parfait état,huawei,207.0,noir,6.15,64.0,24,Android,1080x2312,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,159
2220,État correct,oneplus,304.0,argent,6.55,128.0,48,Android,1080x2400,4G,2019,8.0,USB-C,Oui,Non,Non,190
2221,Parfait état,oneplus,488.9,argent,6.55,128.0,48,Android,1080x2400,4G,2019,8.0,USB-C,Oui,Non,Non,190
2222,Parfait état,oppo,333.99,noir,6.43,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C + Jack 3.5mm,Oui,Non,Non,172
2223,État correct,xiaomi,445.0,noir,6.67,256.0,108,Android,1080x2400,5G,2021,8.0,USB-C + Jack 3.5mm,Oui,Non,Non,196
2224,Parfait état,xiaomi,459.0,noir,6.67,256.0,108,Android,1080x2400,5G,2021,8.0,USB-C + Jack 3.5mm,Oui,Non,Non,196
2225,État correct,samsung,533.0,bleu,6.5,128.0,12,Android,1080x2400,4G,2020,8.0,USB-C,Oui,Oui,Non,190
2226,Très bon état,samsung,518.0,bleu,6.5,128.0,12,Android,1080x2400,4G,2020,8.0,USB-C,Oui,Oui,Non,190
2227,État correct,xiaomi,555.0,gris,6.81,256.0,108,Android,1440x3200,5G,2021,8.0,USB-C,Oui,Non,Non,196
2228,Parfait état,xiaomi,629.0,gris,6.81,256.0,108,Android,1440x3200,5G,2021,8.0,USB-C,Oui,Non,Non,196
2229,Très bon état,samsung,691.0,gris,6.2,256.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Oui,Non,Non,169
2230,Parfait état,samsung,798.0,gris,6.2,256.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Oui,Non,Non,169
2231,État correct,apple,850.0,rouge,6.1,256.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
2232,Très bon état,apple,870.0,rouge,6.1,256.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
2233,Parfait état,samsung,140.0,blanc,5.1,16.0,16,Android,1080x1920,4G,2014,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,145
2234,État correct,samsung,144.0,blanc,5.1,32.0,16,Android,1440x2560,4G,2015,3.0,micro USB + Jack 3.5mm,Non,Non,Non,138
2235,État correct,apple,207.64,argent,4.0,128.0,12,iOS,640x1136,4G,2016,2.0,Lightning + Jack 3.5mm,Non,Non,Non,113
2236,Parfait état,oneplus,297.0,noir,6.41,128.0,48,Android,1080x2340,4G,2019,6.0,USB-C,Oui,Non,Non,182
2237,Très bon état,apple,177.64,or,6.1,512.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
2238,Parfait état,apple,169.0,or,6.1,512.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
2239,Très bon état,sony,121.0,noir,5.0,32.0,23,Android,720x1280,4G,2017,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,143
2240,Parfait état,sony,149.0,noir,5.0,32.0,23,Android,720x1280,4G,2017,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,143
2241,Parfait état,samsung,176.0,rouge,6.5,32.0,48,Android,720x1600,4G,2020,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,205
2242,Très bon état,huawei,245.0,bleu,5.8,128.0,12,Android,1080x2244,4G,2017,4.0,USB-C,Oui,Non,Non,165
2243,État correct,huawei,326.0,noir,6.67,128.0,48,Android,1080x2410,4G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,206
2244,État correct,apple,293.0,noir de jais,5.5,256.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
2245,Très bon état,samsung,794.0,noir,6.7,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Oui,Non,Non,200
2246,État correct,samsung,110.0,or (sunrise gold),5.2,16.0,13,Android,720x1280,4G,2016,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,159
2247,État correct,apple,164.0,or rose,4.7,128.0,12,iOS,750x1334,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,143
2248,État correct,apple,179.0,argent,5.5,16.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
2249,Très bon état,apple,218.0,argent,5.5,16.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
2250,Parfait état,huawei,315.99,bleu,5.8,128.0,12,Android,1080x2240,4G,2018,4.0,USB-C,Non,Non,Non,180
2251,Très bon état,apple,319.0,rouge,5.5,128.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
2252,État correct,xiaomi,360.0,argent,6.67,128.0,64,Android,1080x2340,5G,2020,6.0,USB-C,Oui,Non,Non,216
2253,Parfait état,xiaomi,379.0,argent,6.67,128.0,64,Android,1080x2340,5G,2020,6.0,USB-C,Oui,Non,Non,216
2254,Parfait état,google,479.0,noir,6.2,128.0,16,Android,234x1080,5G,2020,6.0,USB-C + Jack 3.5mm,Non,Non,Non,168
2255,État correct,apple,732.0,or,5.8,512.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
2256,Parfait état,apple,801.0,or,5.8,512.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
2257,État correct,apple,786.0,vert nuit,6.5,512.0,12,iOS,1242x2688,4G,2019,4.0,Lightning,Non,Non,Non,226
2258,Très bon état,apple,867.0,vert nuit,6.5,512.0,12,iOS,1242x2688,4G,2019,4.0,Lightning,Non,Non,Non,226
2259,État correct,sony,125.0,rose,5.2,64.0,19,Android,1080x1920,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,155
2260,État correct,samsung,140.0,or (sunrise gold),5.1,16.0,16,Android,1080x1920,4G,2014,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,145
2261,Parfait état,samsung,144.0,or (sunrise gold),5.1,16.0,16,Android,1080x1920,4G,2014,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,145
2262,Très bon état,huawei,206.0,nacré,6.15,128.0,48,Android,1080x2312,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,159
2263,État correct,apple,228.0,argent,5.5,128.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
2264,Parfait état,xiaomi,270.0,vert tropical,6.67,128.0,64,Android,1080x2400,4G,2020,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,209
2265,Parfait état,xiaomi,299.0,vert,6.47,128.0,108,Android,1080x2340,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Non,Non,208
2266,État correct,samsung,324.0,gris,6.6,128.0,48,Android,720x1600,5G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,193
2267,Très bon état,samsung,360.0,gris,6.6,128.0,48,Android,720x1600,5G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,193
2268,État correct,apple,459.0,blanc,4.7,256.0,12,iOS,750x1334,4G,2020,3.0,Lightning,Non,Non,Non,148
2269,Très bon état,apple,429.0,blanc,4.7,256.0,12,iOS,750x1334,4G,2020,3.0,Lightning,Non,Non,Non,148
2270,Parfait état,apple,453.0,blanc,4.7,256.0,12,iOS,750x1334,4G,2020,3.0,Lightning,Non,Non,Non,148
2271,Parfait état,samsung,659.0,violet,6.2,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Non,Non,Non,169
2272,Très bon état,apple,829.0,blanc,6.1,256.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
2273,Parfait état,apple,926.0,blanc,6.1,256.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
2274,État correct,samsung,894.0,violet,6.7,256.0,12,Android,1080x2636,4G,2020,8.0,USB-C,Non,Non,Oui,183
2275,État correct,samsung,878.0,noir,6.8,128.0,108,Android,1440x3200,5G,2021,12.0,USB-C,Oui,Non,Non,227
2276,Parfait état,samsung,914.0,noir,6.8,128.0,108,Android,1440x3200,5G,2021,12.0,USB-C,Oui,Non,Non,227
2277,Très bon état,samsung,161.0,gris,5.0,16.0,13,Android,720x1280,4G,2017,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,172
2278,État correct,samsung,159.0,or (sunrise gold),5.6,32.0,16,Android,1080x2220,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,172
2279,Parfait état,samsung,208.0,or (sunrise gold),5.6,32.0,16,Android,1080x2220,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,172
2280,État correct,apple,193.0,noir de jais,4.7,256.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
2281,État correct,oneplus,380.79,noir,6.67,256.0,48,Android,1440x3120,4G,2019,8.0,USB-C,Oui,Oui,Non,206
2282,Parfait état,samsung,393.0,blanc,6.5,128.0,64,Android,1080x2400,4G,2021,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,189
2283,État correct,oneplus,452.79,argent,6.55,128.0,48,Android,1080x2400,5G,2020,8.0,USB-C,Oui,Non,Non,188
2284,Très bon état,oneplus,419.0,argent,6.55,128.0,48,Android,1080x2400,5G,2020,8.0,USB-C,Oui,Non,Non,188
2285,Parfait état,oneplus,457.0,argent,6.55,128.0,48,Android,1080x2400,5G,2020,8.0,USB-C,Oui,Non,Non,188
2286,État correct,apple,483.0,argent,5.8,512.0,12,iOS,1125x2436,4G,2018,4.0,Lightning,Non,Non,Non,177
2287,Très bon état,apple,558.0,argent,5.8,512.0,12,iOS,1125x2436,4G,2018,4.0,Lightning,Non,Non,Non,177
2288,Très bon état,apple,636.0,jaune,6.1,256.0,12,iOS,828x1792,4G,2019,4.0,Lightning,Non,Non,Non,194
2289,Parfait état,huawei,128.99,marron,6.09,32.0,13/8,Android,720x1560,4G,2019,2.0,micro USB + Jack 3.5mm,Oui,Oui,Non,150
2290,État correct,samsung,144.0,or (sunrise gold),5.1,32.0,16,Android,1440x2560,4G,2015,3.0,micro USB + Jack 3.5mm,Non,Non,Non,138
2291,Très bon état,samsung,199.0,or (sunrise gold),5.1,32.0,16,Android,1440x2560,4G,2015,3.0,micro USB + Jack 3.5mm,Non,Non,Non,138
2292,Très bon état,huawei,145.0,bleu,6.21,64.0,13,Android,1080x2340,4G,2019,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,160
2293,Parfait état,samsung,163.0,noir,6.5,32.0,13,Android,720x1600,4G,2021,3.0,USB-C + Jack 3.5mm,Oui,Oui,Non,196
2294,Parfait état,huawei,199.0,bleu,6.21,32.0,13,Android,1080x2340,4G,2019,3.0,micro USB + Jack 3.5mm,Oui,Oui,Non,160
2295,État correct,samsung,297.99,bleu,6.5,128.0,48,Android,1080x2400,4G,2019,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,172
2296,État correct,huawei,354.0,noir,6.1,128.0,50,Android,1080x2340,5G,2020,6.0,USB-C,Non,Oui,Non,175
2297,Parfait état,apple,643.0,or,5.8,512.0,12,iOS,1125x2436,4G,2018,4.0,Lightning,Non,Non,Non,177
2298,État correct,samsung,959.0,phantom black,6.8,256.0,108,Android,1440x3200,5G,2021,12.0,USB-C,Non,Non,Non,227
2299,Parfait état,huawei,112.0,noir,6.3,64.0,13,Huawei Mobile Services,720x1600,4G,2020,3.0,micro USB + Jack 3.5mm,Oui,Oui,Non,185
2300,État correct,apple,146.0,or,4.0,16.0,12,iOS,640x1136,4G,2016,2.0,Lightning + Jack 3.5mm,Non,Non,Non,113
2301,Parfait état,oneplus,456.0,argent,6.55,128.0,48,Android,1080x2400,5G,2020,8.0,USB-C,Oui,Non,Non,188
2302,État correct,samsung,474.0,noir,6.7,128.0,64,Android,1440x3200,4G,2020,8.0,USB-C,Non,Oui,Non,186
2303,État correct,samsung,145.0,or (sunrise gold),5.1,32.0,16,Android,1440x2560,4G,2015,3.0,micro USB + Jack 3.5mm,Non,Non,Non,138
2304,Parfait état,samsung,160.0,noir,6.5,32.0,13,Android,720x1600,4G,2021,3.0,USB-C + Jack 3.5mm,Oui,Oui,Non,196
2305,État correct,samsung,149.0,noir,5.5,16.0,13,Android,1080x1920,4G,2017,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,181
2306,Très bon état,samsung,179.0,noir,5.5,16.0,13,Android,1080x1920,4G,2017,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,181
2307,État correct,huawei,175.0,bleu argent,6.3,64.0,24,Android,1080x2340,4G,2018,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,172
2308,Parfait état,huawei,193.0,bleu argent,6.3,64.0,24,Android,1080x2340,4G,2018,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,172
2309,Très bon état,huawei,238.0,noir,5.8,128.0,12,Android,1080x2240,4G,2018,4.0,micro USB,Oui,Non,Non,165
2310,État correct,oneplus,235.0,noir,6.4,128.0,20,Android,1080x2340,4G,2018,8.0,USB-C,Oui,Non,Non,185
2311,Parfait état,oneplus,259.0,noir,6.4,128.0,20,Android,1080x2340,4G,2018,8.0,USB-C,Oui,Non,Non,185
2312,Très bon état,xiaomi,245.0,plus que blanc,6.67,128.0,64,Android,1080x2400,4G,2020,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,209
2313,État correct,huawei,265.0,noir,6.1,128.0,40,Android,1080x2340,4G,2019,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,165
2314,Parfait état,samsung,269.0,rouge,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,163
2315,État correct,huawei,240.0,noir,6.3,128.0,40,Android,1440x3120,4G,2018,6.0,USB-C,Non,Oui,Non,189
2316,Très bon état,huawei,364.0,noir,6.3,128.0,40,Android,1440x3120,4G,2018,6.0,USB-C,Non,Oui,Non,189
2317,État correct,samsung,349.0,bleu,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
2318,Très bon état,huawei,386.0,argent givré,6.1,128.0,50,Android,1080x2340,5G,2020,6.0,USB-C,Non,Non,Non,175
2319,Parfait état,samsung,678.0,gris cosmique,6.9,128.0,108,Android,1440x3200,5G,2020,12.0,USB-C,Oui,Oui,Non,222
2320,État correct,samsung,845.64,noir,6.7,256.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Oui,Non,Non,200
2321,Très bon état,samsung,839.0,noir,6.7,256.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Oui,Non,Non,200
2322,Parfait état,samsung,879.0,noir,6.7,256.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Oui,Non,Non,200
2323,État correct,huawei,126.0,or,5.2,16.0,13,Android,1080x1920,4G,2017,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,147
2324,État correct,samsung,132.0,blanc,5.8,32.0,13,Android,720x1560,4G,2019,3.0,USB-C + Jack 3.5mm,Oui,Oui,Non,142
2325,Très bon état,samsung,161.0,or (sunrise gold),5.5,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,157
2326,Parfait état,samsung,212.0,or (sunrise gold),5.5,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,157
2327,Parfait état,google,275.0,blanc,6.3,64.0,8,Android,1440x2960,4G,2018,4.0,USB-C,Non,Non,Non,184
2328,État correct,crosscall,238.0,noir,5.0,32.0,18,Android,1080x1920,4G,2017,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,240
2329,Très bon état,oppo,270.0,noir,6.5,256.0,48,Android,1080x2400,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,189
2330,Parfait état,samsung,379.0,violet,6.5,128.0,64,Android,1080x2400,5G,2021,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,189
2331,Très bon état,samsung,430.9,blanc,6.4,512.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,175
2332,Parfait état,samsung,476.9,blanc,6.4,512.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,175
2333,Très bon état,samsung,622.0,gris cosmique,6.9,128.0,108,Android,1440x3200,5G,2020,12.0,USB-C,Non,Oui,Non,222
2334,Parfait état,apple,730.0,rouge,5.4,256.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
2335,Très bon état,oppo,809.99,noir,6.7,256.0,50,Android,1440x3216,5G,2021,12.0,USB-C,Oui,Oui,Non,193
2336,Parfait état,oppo,769.9,noir,6.7,256.0,50,Android,1440x3216,5G,2021,12.0,USB-C,Oui,Oui,Non,193
2337,Très bon état,apple,185.0,argent,6.1,512.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
2338,Parfait état,samsung,140.0,noir,5.2,16.0,13,Android,720x1280,4G,2016,2.0,micro USB + Jack 3.5mm,Oui,Oui,Non,149
2339,Parfait état,huawei,115.0,noir,5.7,16.0,13,Android,720x1440,4G,2018,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,150
2340,Parfait état,xiaomi,192.0,bleu subtil,6.53,64.0,48,Android,1080x2340,4G,2021,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,198
2341,Parfait état,sony,203.0,bleu,5.2,32.0,23,Android,1080x1920,4G,2016,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,161
2342,Parfait état,google,275.0,noir,6.3,64.0,"12,2",Android,1440x2960,4G,2018,6.0,micro USB + Jack 3.5mm,Non,Non,Non,184
2343,Très bon état,huawei,248.0,noir,6.5,128.0,16,Android,1080x2244,4G,2018,6.0,USB-C,Oui,Oui,Non,188
2344,Très bon état,huawei,277.0,noir,6.1,64.0,40,Android,1080x2240,4G,2018,4.0,USB-C,Non,Non,Non,180
2345,Parfait état,samsung,279.0,noir,6.4,64.0,48,Android,720x1600,4G,2021,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,186
2346,État correct,samsung,302.0,blanc,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
2347,Parfait état,oneplus,359.0,bleu,6.67,256.0,48,Android,1440x3120,4G,2019,8.0,USB-C,Oui,Non,Non,206
2348,État correct,samsung,349.0,noir,6.1,512.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,157
2349,Parfait état,samsung,477.0,noir,6.1,512.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,157
2350,Parfait état,samsung,459.9,noir,6.4,512.0,12,Android,1440x2960,4G,2018,8.0,USB-C + Jack 3.5mm,Non,Oui,Non,250
2351,État correct,apple,559.0,or,6.5,512.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
2352,Très bon état,apple,542.0,or,6.5,512.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
2353,Parfait état,apple,599.0,or,6.5,512.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
2354,Parfait état,samsung,860.9,beige,6.7,128.0,12,Android,1080x2640,5G,2021,8.0,USB-C + Jack 3.5mm,Oui,Non,Oui,183
2355,Parfait état,samsung,989.0,phantom black,6.8,128.0,108,Android,1440x3200,5G,2021,12.0,USB-C,Oui,Non,Non,227
2356,Parfait état,oppo,154.0,bleu,6.5,128.0,13,Android,720x1600,4G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,186
2357,État correct,samsung,158.99,bleu,6.2,32.0,13,Android,720x1520,4G,2019,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,168
2358,Parfait état,samsung,159.99,bleu,6.2,32.0,13,Android,720x1520,4G,2019,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,168
2359,Parfait état,oppo,159.0,noir,6.52,32.0,13,Android,720x1600,4G,2020,3.0,micro USB + Jack 3.5mm,Oui,Oui,Non,175
2360,Très bon état,samsung,169.0,bleu,6.2,32.0,13,Android,720x1520,4G,2019,2.0,micro USB + Jack 3.5mm,Oui,Oui,Non,168
2361,Parfait état,samsung,170.0,noir,5.6,32.0,16,Android,720x1480,4G,2018,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,162
2362,État correct,apple,187.0,argent,5.5,64.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
2363,Parfait état,apple,256.0,argent,5.5,64.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
2364,État correct,apple,229.0,or,4.7,256.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
2365,État correct,apple,235.0,argent,4.7,256.0,12,iOS,750x1334,4G,2016,2.0,Lightning,Non,Non,Non,138
2366,Très bon état,samsung,236.0,bleu,5.5,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,157
2367,Parfait état,samsung,330.0,bleu,5.5,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,157
2368,État correct,samsung,279.0,bleu,6.7,128.0,64,Android,1080x2400,4G,2020,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,179
2369,État correct,samsung,369.0,blanc céramique,6.4,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,175
2370,Parfait état,oneplus,429.0,vert,6.55,128.0,48,Android,1080x2400,5G,2020,8.0,USB-C,Oui,Non,Non,188
2371,Parfait état,samsung,644.79,bleu,6.7,128.0,64,Android,1440x3200,4G,2020,8.0,USB-C,Non,Oui,Non,186
2372,Très bon état,apple,787.0,or,6.5,512.0,12,iOS,1242x2688,4G,2019,4.0,Lightning,Oui,Non,Non,226
2373,Parfait état,apple,866.0,or,6.5,512.0,12,iOS,1242x2688,4G,2019,4.0,Lightning,Oui,Non,Non,226
2374,État correct,samsung,215.0,noir,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,micro USB + Jack 3.5mm,Oui,Oui,Non,163
2375,Très bon état,samsung,211.0,noir,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,micro USB + Jack 3.5mm,Oui,Oui,Non,163
2376,Parfait état,samsung,244.0,noir,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,micro USB + Jack 3.5mm,Oui,Oui,Non,163
2377,Parfait état,xiaomi,229.0,gris,6.5,64.0,48,Android,1080x2400,5G,2021,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,190
2378,Parfait état,samsung,462.84,noir,6.2,256.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,189
2379,État correct,samsung,518.0,gris cosmique,6.7,128.0,64,Android,1440x3200,4G,2020,8.0,USB-C,Non,Oui,Non,186
2380,Très bon état,samsung,550.0,gris cosmique,6.7,128.0,64,Android,1440x3200,4G,2020,8.0,USB-C,Non,Oui,Non,186
2381,Parfait état,samsung,622.0,gris cosmique,6.7,128.0,64,Android,1440x3200,4G,2020,8.0,USB-C,Non,Oui,Non,186
2382,État correct,apple,676.0,mauve,5.4,128.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
2383,Parfait état,apple,716.0,mauve,5.4,128.0,12,iOS,1080x2340,5G,2020,4.0,Lightning,Non,Non,Non,135
2384,Parfait état,apple,970.0,mauve,6.1,256.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
2385,État correct,samsung,84.0,bleu,4.0,8.0,5,Android,480x800,3G,2012,1.0,micro USB + Jack 3.5mm,Non,Oui,Non,111
2386,Parfait état,samsung,103.0,blanc,5.2,16.0,13,Android,1080x1920,4G,2015,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,155
2387,État correct,huawei,138.0,gris,5.2,32.0,12,Android,1080x1920,4G,2016,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,144
2388,Parfait état,samsung,156.0,or (sunrise gold),5.1,32.0,16,Android,1440x2560,4G,2015,3.0,micro USB + Jack 3.5mm,Non,Non,Non,132
2389,Très bon état,huawei,190.0,bleu,5.84,32.0,16,Android,1080x2280,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,145
